"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu"
1167,"Professional","Cargo_Van","Suburban",40,34,32,"31–40",0.515451480867341,0,0,NA,0,0.046906084758928,6300
1168,"Logistics","Cargo_Van","Urban",41,40,70,"61–70",0.560295629664324,0,0,NA,0,0.154137327720656,12600
1169,"Construction","Light_Truck","Rural",22,16,36,"31–40",0.874592644511722,0,0,NA,0,0.0802246340957712,7056
1170,"Healthcare","Light_Truck","Urban",45,21,27,"21–30",0.529198354575783,0,0,NA,0,0.0868017601092928,8316
1171,"Logistics","Cargo_Van","Rural",17,32,59,"51–60",0.798426848603413,0,0,NA,0,0.0837230393445538,8400
1172,"Logistics","Cargo_Van","Urban",39,19,45,"41–50",0.602241799351759,0,0,NA,0,0.163147303444392,12600
1173,"Retail","Cargo_Van","Suburban",48,17,61,"61–70",0.594853578018956,0,0,NA,0,0.0820897937666159,7000
1174,"Healthcare","Box_Truck","Urban",7,34,62,"61–70",0.910443164058961,0,0,NA,0,0.166911545266929,13860
1175,"Construction","Cargo_Van","Urban",15,38,29,"21–30",0.836056172149256,0,0,NA,0,0.17118250124756,11760
1176,"Retail","Light_Truck","Suburban",48,11,61,"61–70",0.86259157571476,0,0,NA,0,0.107133873703773,6300
1177,"Professional","Delivery_Truck","Suburban",6,12,58,"51–60",0.557171380962245,0,0,NA,0,0.0486744918408617,8190
1178,"Logistics","Cargo_Van","Urban",38,12,25,"21–30",0.733775876811706,0,0,NA,0,0.197238955686986,12600
1179,"Construction","Light_Truck","Suburban",1,2,65,"61–70",0.595021981396712,0,0,NA,0,0.063351990359308,8820
1180,"Retail","Light_Truck","Urban",10,37,21,"21–30",0.732792704598978,0,0,NA,0,0.0989270151208621,7560
1181,"Construction","Box_Truck","Urban",50,5,49,"41–50",0.798465135507286,0,0,NA,0,0.305173374790885,17640
1182,"Construction","Light_Truck","Urban",15,23,30,"21–30",0.950048304628581,0,0,NA,0,0.175070151335432,10584
1183,"Professional","Light_Truck","Urban",34,10,47,"41–50",0.693469412508421,0,0,NA,0,0.0812607457577367,6804
1184,"Healthcare","Light_Truck","Suburban",10,15,22,"21–30",0.943506877752952,0,0,NA,0,0.0764240570979891,6930
1185,"Professional","Light_Truck","Suburban",9,1,38,"31–40",0.596216935082339,0,0,NA,0,0.0371860502410855,5670
1186,"Construction","Light_Truck","Rural",48,29,40,"31–40",0.841552077443339,0,0,NA,0,0.0951138988968011,7056
1187,"Logistics","Box_Truck","Suburban",41,12,52,"51–60",0.567851270083338,0,0,NA,0,0.145801492106598,15750
1188,"Professional","Cargo_Van","Rural",3,14,52,"51–60",0.761337275500409,0,0,NA,0,0.0346941396445536,5040
1189,"Professional","Delivery_Truck","Urban",40,18,64,"61–70",0.881267744116485,0,0,NA,0,0.15638096119347,9828
1190,"Retail","Light_Truck","Suburban",24,5,45,"41–50",0.749316913774237,0,0,NA,0,0.0768799153532367,6300
1191,"Construction","Delivery_Truck","Suburban",30,18,61,"61–70",0.652109898626804,0,0,NA,0,0.132247887441516,12740
1192,"Retail","Box_Truck","Urban",9,16,62,"61–70",0.706632130080834,0,0,NA,0,0.146908819843805,12600
1193,"Logistics","Delivery_Truck","Rural",36,23,40,"31–40",0.757274028845131,0,0,NA,0,0.121560656206336,10920
1194,"Professional","Cargo_Van","Urban",32,11,21,"21–30",0.645084587624297,0,0,NA,0,0.0826353356746724,7560
1195,"Construction","Cargo_Van","Suburban",20,27,42,"41–50",0.754032864118926,0,0,NA,0,0.107826699569006,9800
1196,"Construction","Delivery_Truck","Urban",11,21,30,"21–30",0.65780176455155,1,20521.9667033712,20521.9667033712,31197.7981958772,0.168420274786956,15288
1197,"Healthcare","Delivery_Truck","Urban",16,31,41,"41–50",0.911791693419218,0,0,NA,0,0.169620608726777,12012
1198,"Construction","Cargo_Van","Urban",33,12,64,"61–70",0.81617650622502,2,10204.7722830593,5102.38614152964,12503.1438729576,0.195759935018071,11760
1199,"Healthcare","Box_Truck","Urban",9,20,33,"31–40",0.723900505225174,0,0,NA,0,0.135449023532682,13860
1200,"Logistics","Cargo_Van","Suburban",14,31,65,"61–70",0.794984558131546,1,6065.05193563719,6065.05193563719,7629.14433192501,0.115749751663953,10500
1201,"Healthcare","Light_Truck","Suburban",18,38,61,"61–70",0.581117286928929,0,0,NA,0,0.0508361402605428,6930
1202,"Healthcare","Cargo_Van","Suburban",49,20,53,"51–60",0.7734141809633,0,0,NA,0,0.0967541140385089,7700
1203,"Retail","Light_Truck","Urban",20,29,59,"51–60",0.952564108767547,0,0,NA,0,0.141455770151981,7560
1204,"Professional","Box_Truck","Rural",7,5,64,"61–70",0.560329435858876,0,0,NA,0,0.0372854413209213,7560
1205,"Retail","Light_Truck","Suburban",32,12,21,"21–30",0.687589403823949,0,0,NA,0,0.0754973165398696,6300
1206,"Healthcare","Light_Truck","Rural",45,2,60,"51–60",0.618067530798726,0,0,NA,0,0.0473099791449885,5544
1207,"Construction","Delivery_Truck","Suburban",50,13,63,"61–70",0.702933724038303,1,7030.47762876549,7030.47762876549,10001.6223270324,0.166314119107462,12740
1208,"Construction","Box_Truck","Urban",32,31,58,"51–60",0.775248587946407,0,0,NA,0,0.258204294701431,17640
1209,"Professional","Light_Truck","Rural",10,19,29,"21–30",0.864631055854261,0,0,NA,0,0.0381302295631729,4536
1210,"Retail","Cargo_Van","Urban",36,6,67,"61–70",0.837133746943437,0,0,NA,0,0.15821827817231,8400
1211,"Logistics","Cargo_Van","Urban",43,24,40,"31–40",0.938334077829495,1,14520.1023283343,14520.1023283343,15474.3418910261,0.262076707937778,12600
1212,"Healthcare","Light_Truck","Rural",27,21,46,"41–50",0.81375915184617,0,0,NA,0,0.0539839683743231,5544
1213,"Logistics","Light_Truck","Suburban",37,22,65,"61–70",0.9360065034125,0,0,NA,0,0.149779760676068,9450
1214,"Retail","Box_Truck","Urban",30,33,33,"31–40",0.56087547482457,1,1352.31076795256,1352.31076795256,2411.07131378054,0.141340619655792,12600
1215,"Construction","Light_Truck","Urban",2,25,32,"31–40",0.97093864751514,0,0,NA,0,0.156767754027795,10584
1216,"Professional","Cargo_Van","Suburban",44,32,68,"61–70",0.903265521745197,0,0,NA,0,0.0847263059396995,6300
1217,"Logistics","Light_Truck","Suburban",48,20,24,"21–30",0.888336939970031,0,0,NA,0,0.154464027121989,9450
1218,"Professional","Light_Truck","Urban",33,34,36,"31–40",0.524821768631227,0,0,NA,0,0.0610026582768507,6804
1219,"Construction","Delivery_Truck","Urban",30,32,50,"41–50",0.997313061961904,0,0,NA,0,0.303382633448811,15288
1220,"Healthcare","Light_Truck","Urban",17,24,21,"21–30",0.853704256005585,0,0,NA,0,0.110985821802006,8316
1221,"Logistics","Light_Truck","Rural",36,26,59,"51–60",0.914757816237397,0,0,NA,0,0.101658865634094,7560
1222,"Retail","Cargo_Van","Suburban",38,33,39,"31–40",0.9487686350476,0,0,NA,0,0.121442385286093,7000
1223,"Construction","Cargo_Van","Suburban",14,6,62,"61–70",0.950433103367686,0,0,NA,0,0.128498555575311,9800
1224,"Healthcare","Delivery_Truck","Urban",39,29,39,"31–40",0.658542608143762,0,0,NA,0,0.149090753770707,12012
1225,"Healthcare","Box_Truck","Urban",7,9,48,"41–50",0.670812346623279,0,0,NA,0,0.122980027506446,13860
1226,"Construction","Light_Truck","Suburban",13,27,63,"61–70",0.76585621223785,0,0,NA,0,0.0922933321367833,8820
1227,"Retail","Light_Truck","Suburban",24,1,21,"21–30",0.684782043914311,0,0,NA,0,0.0702586377056083,6300
1228,"Construction","Light_Truck","Suburban",13,11,27,"21–30",0.97194761922583,0,0,NA,0,0.117129407592905,8820
1229,"Healthcare","Light_Truck","Urban",13,26,30,"21–30",0.686312937061302,0,0,NA,0,0.0858886325085367,8316
1230,"Retail","Delivery_Truck","Urban",46,34,31,"31–40",0.963771234382875,0,0,NA,0,0.255592131358339,10920
1231,"Construction","Light_Truck","Suburban",46,19,63,"61–70",0.503739118110389,0,0,NA,0,0.080154968473725,8820
1232,"Logistics","Light_Truck","Urban",1,15,30,"21–30",0.561306832241826,0,0,NA,0,0.0965391620772716,11340
1233,"Logistics","Light_Truck","Suburban",33,22,51,"51–60",0.846685795928352,0,0,NA,0,0.131219364652976,9450
1234,"Retail","Light_Truck","Suburban",2,36,64,"61–70",0.941762526985258,0,0,NA,0,0.0779779372343794,6300
1235,"Construction","Cargo_Van","Urban",30,13,56,"51–60",0.614373438991606,0,0,NA,0,0.143763384724036,11760
1236,"Construction","Cargo_Van","Suburban",41,30,65,"61–70",0.869868224603124,0,0,NA,0,0.148138558649912,9800
1237,"Construction","Light_Truck","Rural",19,8,36,"31–40",0.543730127159506,0,0,NA,0,0.0485393321816563,7056
1238,"Professional","Light_Truck","Suburban",20,21,37,"31–40",0.83743214525748,0,0,NA,0,0.0580340476663434,5670
1239,"Healthcare","Light_Truck","Urban",7,16,37,"31–40",0.791144259972498,0,0,NA,0,0.0932403067590587,8316
1240,"Logistics","Light_Truck","Urban",30,7,21,"21–30",0.758394473581575,1,3474.87388204931,3474.87388204931,4581.8818610834,0.172003866608301,11340
1241,"Construction","Cargo_Van","Suburban",24,27,26,"21–30",0.564012630609795,1,11926.3274765909,11926.3274765909,21145.4971561478,0.0835866718563717,9800
1242,"Logistics","Light_Truck","Urban",39,14,26,"21–30",0.62945735710673,0,0,NA,0,0.153467998236192,11340
1243,"Retail","Delivery_Truck","Urban",10,28,25,"21–30",0.993181621539406,0,0,NA,0,0.193670416200184,10920
1244,"Logistics","Box_Truck","Suburban",46,25,43,"41–50",0.907136254361831,0,0,NA,0,0.24180623996269,15750
1245,"Professional","Light_Truck","Urban",1,37,51,"51–60",0.988848650595173,0,0,NA,0,0.0850360397079319,6804
1246,"Logistics","Light_Truck","Urban",24,14,38,"31–40",0.736797847552225,1,16822.5705221065,16822.5705221065,22832.0028051033,0.158750464233602,11340
1247,"Retail","Delivery_Truck","Suburban",21,12,57,"51–60",0.779773917980492,1,7445.69357436818,7445.69357436818,9548.52862179785,0.112521376364585,9100
1248,"Construction","Cargo_Van","Urban",41,16,32,"31–40",0.814080607146025,0,0,NA,0,0.207956891095452,11760
1249,"Construction","Delivery_Truck","Suburban",42,13,64,"61–70",0.525962829473428,0,0,NA,0,0.117331787998932,12740
1250,"Professional","Box_Truck","Urban",18,10,42,"41–50",0.993338633212261,0,0,NA,0,0.157702441408779,11340
1251,"Professional","Box_Truck","Suburban",39,34,43,"41–50",0.709398362436332,0,0,NA,0,0.089682140979201,9450
1252,"Retail","Light_Truck","Urban",48,5,52,"51–60",0.763516675215214,0,0,NA,0,0.142243156592594,7560
1253,"Retail","Light_Truck","Rural",30,35,25,"21–30",0.993949266267009,0,0,NA,0,0.0751425645297859,5040
1254,"Construction","Cargo_Van","Suburban",40,5,39,"31–40",0.757498226128519,0,0,NA,0,0.12801720021572,9800
1255,"Construction","Cargo_Van","Suburban",4,14,38,"31–40",0.961872565560043,0,0,NA,0,0.117540827511437,9800
1256,"Healthcare","Delivery_Truck","Urban",50,33,64,"61–70",0.899923966964707,0,0,NA,0,0.221111318683229,12012
1257,"Construction","Light_Truck","Rural",22,13,56,"51–60",0.765578635735437,0,0,NA,0,0.0702249970987402,7056
1258,"Construction","Light_Truck","Urban",33,26,59,"51–60",0.612170951557346,0,0,NA,0,0.132146282457926,10584
1259,"Healthcare","Light_Truck","Suburban",28,35,49,"41–50",0.761884706676938,0,0,NA,0,0.0728209402641817,6930
1260,"Retail","Delivery_Truck","Urban",45,18,57,"51–60",0.90940060839057,0,0,NA,0,0.239399710158818,10920
1261,"Construction","Light_Truck","Urban",37,15,43,"41–50",0.783646082971245,0,0,NA,0,0.174662957203046,10584
1262,"Retail","Delivery_Truck","Suburban",49,4,64,"61–70",0.994053948903456,0,0,NA,0,0.179625548566855,9100
1263,"Construction","Delivery_Truck","Urban",12,16,27,"21–30",0.954003063496202,0,0,NA,0,0.246676572128213,15288
1264,"Construction","Light_Truck","Rural",47,20,53,"51–60",0.595077820238657,0,0,NA,0,0.0667695166642381,7056
1265,"Professional","Light_Truck","Rural",21,2,60,"51–60",0.950005272170529,0,0,NA,0,0.0465037080780196,4536
1266,"Construction","Light_Truck","Urban",6,37,25,"21–30",0.64137886534445,0,0,NA,0,0.108059511233233,10584
1267,"Retail","Delivery_Truck","Suburban",13,3,37,"31–40",0.708130759419873,1,3107.91389799629,3107.91389799629,4388.89831666458,0.0948187086863211,9100
1268,"Healthcare","Light_Truck","Rural",16,3,43,"41–50",0.628298442112282,0,0,NA,0,0.0377619929678324,5544
1269,"Construction","Light_Truck","Suburban",35,19,46,"41–50",0.664030778221786,0,0,NA,0,0.0971145013149362,8820
1270,"Healthcare","Cargo_Van","Urban",5,11,69,"61–70",0.647498118691146,0,0,NA,0,0.0830416337221395,9240
1271,"Construction","Light_Truck","Suburban",11,30,69,"61–70",0.516575289075263,0,0,NA,0,0.0610437019100238,8820
1272,"Professional","Cargo_Van","Urban",23,1,35,"31–40",0.937966165482067,0,0,NA,0,0.111289685534447,7560
1273,"Retail","Box_Truck","Urban",15,14,50,"41–50",0.535828863852657,0,0,NA,0,0.118150264479511,12600
1274,"Retail","Light_Truck","Urban",1,26,35,"31–40",0.685878819902427,0,0,NA,0,0.0842602130250132,7560
1275,"Healthcare","Cargo_Van","Suburban",34,22,45,"41–50",0.993640382075682,1,4491.52919412218,4491.52919412218,4520.2764250981,0.110890266639646,7700
1276,"Retail","Box_Truck","Suburban",44,4,26,"21–30",0.731321092112921,0,0,NA,0,0.137195836880384,10500
1277,"Professional","Cargo_Van","Urban",40,15,65,"61–70",0.96562740241643,1,4158.0494595053,4158.0494595053,4306.05992445948,0.131808140429843,7560
1278,"Retail","Cargo_Van","Rural",50,26,67,"61–70",0.564957409049384,0,0,NA,0,0.0553658260868397,5600
1279,"Logistics","Cargo_Van","Urban",31,34,48,"41–50",0.962959834025241,0,0,NA,0,0.244688093825814,12600
1280,"Logistics","Light_Truck","Suburban",19,15,55,"51–60",0.846777334343642,0,0,NA,0,0.116296399098756,9450
1281,"Construction","Delivery_Truck","Urban",41,15,51,"51–60",0.89304580015596,1,3001.00620684891,3001.00620684891,3360.41690843271,0.296567114544792,15288
1282,"Healthcare","Light_Truck","Urban",4,29,30,"21–30",0.65705170109868,0,0,NA,0,0.0750418747824803,8316
1283,"Retail","Box_Truck","Urban",33,5,70,"61–70",0.706119515234604,0,0,NA,0,0.182390670785098,12600
1284,"Professional","Delivery_Truck","Rural",33,5,54,"51–60",0.985564799397253,0,0,NA,0,0.0772199875975741,6552
1285,"Retail","Cargo_Van","Urban",35,40,66,"61–70",0.707715483265929,0,0,NA,0,0.132696653112362,8400
1286,"Logistics","Light_Truck","Urban",13,34,65,"61–70",0.768986826995388,0,0,NA,0,0.149698665611192,11340
1287,"Professional","Delivery_Truck","Urban",4,10,28,"21–30",0.95035079261288,0,0,NA,0,0.121939510200159,9828
1288,"Retail","Box_Truck","Urban",37,27,24,"21–30",0.817961082211696,0,0,NA,0,0.218150220625859,12600
1289,"Logistics","Light_Truck","Suburban",9,36,33,"31–40",0.836822615819983,0,0,NA,0,0.104385253097385,9450
1290,"Retail","Light_Truck","Rural",9,33,31,"31–40",0.891960408771411,0,0,NA,0,0.0556315706950729,5040
1291,"Professional","Delivery_Truck","Urban",18,17,61,"61–70",0.766041121212766,0,0,NA,0,0.112929782089186,9828
1292,"Retail","Cargo_Van","Rural",31,26,38,"31–40",0.701035826816224,0,0,NA,0,0.0593777345313341,5600
1293,"Construction","Cargo_Van","Urban",1,31,65,"61–70",0.743525883066468,0,0,NA,0,0.131938667950145,11760
1294,"Professional","Delivery_Truck","Suburban",19,40,43,"41–50",0.627912323223427,0,0,NA,0,0.0622826233405317,8190
1295,"Logistics","Cargo_Van","Urban",25,17,25,"21–30",0.803275293437764,0,0,NA,0,0.19399098336522,12600
1296,"Logistics","Light_Truck","Rural",42,32,46,"41–50",0.711872959043831,0,0,NA,0,0.0828790973837189,7560
1297,"Professional","Cargo_Van","Urban",33,31,40,"31–40",0.677974898600951,0,0,NA,0,0.0875604581543128,7560
1298,"Professional","Cargo_Van","Rural",45,16,48,"41–50",0.763974319444969,0,0,NA,0,0.0505369012312847,5040
1299,"Professional","Light_Truck","Rural",10,31,24,"21–30",0.766064086230472,0,0,NA,0,0.0337834262027638,4536
1300,"Retail","Light_Truck","Urban",20,11,27,"21–30",0.828351609176025,0,0,NA,0,0.12301021396264,7560
1301,"Construction","Light_Truck","Suburban",3,19,23,"21–30",0.745945812086575,0,0,NA,0,0.0811663638131402,8820
1302,"Retail","Box_Truck","Rural",20,28,53,"51–60",0.938951727701351,0,0,NA,0,0.101218996246206,8400
1303,"Retail","Delivery_Truck","Suburban",12,31,65,"61–70",0.610441511380486,0,0,NA,0,0.0809445444090525,9100
1304,"Professional","Cargo_Van","Rural",36,10,56,"51–60",0.804800611571409,0,0,NA,0,0.0496883897584188,5040
1305,"Professional","Cargo_Van","Suburban",36,14,53,"51–60",0.724296909291297,0,0,NA,0,0.0638829873994924,6300
1306,"Retail","Cargo_Van","Rural",24,16,26,"21–30",0.757091056322679,0,0,NA,0,0.0604158662945498,5600
1307,"Construction","Delivery_Truck","Urban",31,28,33,"31–40",0.651618973584846,0,0,NA,0,0.199874345862548,15288
1308,"Construction","Cargo_Van","Rural",2,28,45,"41–50",0.548346102237701,0,0,NA,0,0.0459075356793404,7840
1309,"Professional","Light_Truck","Suburban",4,26,51,"51–60",0.764587539597414,0,0,NA,0,0.0452788740949589,5670
1310,"Construction","Light_Truck","Rural",40,12,24,"21–30",0.946686026989482,0,0,NA,0,0.10079366129357,7056
1311,"Construction","Light_Truck","Urban",7,15,58,"51–60",0.79468717740383,0,0,NA,0,0.135283571645341,10584
1312,"Logistics","Cargo_Van","Urban",12,40,26,"21–30",0.810762194450945,1,11965.4597326065,11965.4597326065,14758.2852462794,0.173665262051392,12600
1313,"Professional","Box_Truck","Urban",13,7,51,"51–60",0.562284064828418,0,0,NA,0,0.0851354302556708,11340
1314,"Construction","Box_Truck","Rural",12,8,26,"21–30",0.911505200318061,0,0,NA,0,0.118448277770931,11760
1315,"Professional","Cargo_Van","Rural",24,24,33,"31–40",0.702840895042755,0,0,NA,0,0.0392606923970883,5040
1316,"Construction","Light_Truck","Suburban",34,9,22,"21–30",0.753168782568537,0,0,NA,0,0.109269726975043,8820
1317,"Professional","Delivery_Truck","Suburban",6,30,63,"61–70",0.6681576250121,0,0,NA,0,0.058370250121057,8190
1318,"Logistics","Delivery_Truck","Urban",23,34,53,"51–60",0.524635149515234,0,0,NA,0,0.161844697273955,16380
1319,"Retail","Light_Truck","Suburban",23,13,58,"51–60",0.86799335363321,0,0,NA,0,0.0882749240644975,6300
1320,"Construction","Light_Truck","Suburban",40,25,34,"31–40",0.887968877912499,0,0,NA,0,0.135060066330491,8820
1321,"Professional","Cargo_Van","Suburban",8,39,62,"61–70",0.765037928707898,0,0,NA,0,0.0524816019093618,6300
1322,"Logistics","Light_Truck","Rural",13,27,44,"41–50",0.534109430154786,0,0,NA,0,0.0485217052918416,7560
1323,"Healthcare","Light_Truck","Suburban",13,26,46,"41–50",0.951295533799566,0,0,NA,0,0.0793665863848978,6930
1324,"Logistics","Light_Truck","Suburban",22,20,21,"21–30",0.729183780960739,0,0,NA,0,0.102902415169179,9450
1325,"Healthcare","Box_Truck","Urban",30,30,40,"31–40",0.552824313053861,0,0,NA,0,0.125380554200616,13860
1326,"Logistics","Light_Truck","Urban",3,33,62,"61–70",0.77497370983474,0,0,NA,0,0.136217128977652,11340
1327,"Retail","Box_Truck","Suburban",15,27,46,"41–50",0.963024793891236,2,3160.80475660553,1580.40237830276,3282.16342575548,0.141564644702012,10500
1328,"Retail","Light_Truck","Suburban",40,33,65,"61–70",0.573626985889859,0,0,NA,0,0.0671143573491136,6300
1329,"Construction","Delivery_Truck","Suburban",40,7,23,"21–30",0.8217908925144,0,0,NA,0,0.180547459085414,12740
1330,"Retail","Light_Truck","Suburban",43,2,69,"61–70",0.575395913445391,0,0,NA,0,0.0688748908394133,6300
1331,"Retail","Light_Truck","Urban",30,22,64,"61–70",0.525618505198509,0,0,NA,0,0.0851501978421584,7560
1332,"Logistics","Light_Truck","Urban",5,33,50,"41–50",0.820200847578235,0,0,NA,0,0.147267062182672,11340
1333,"Retail","Delivery_Truck","Urban",5,22,59,"51–60",0.969975174986757,0,0,NA,0,0.179687901166297,10920
